ID,Answer
397,辛亥革命爆發後，廣東於宣統三年九月十九日
398,1991年
399,三國史記》
400,第二次工業革命
401,突厥語
402,哈雷阿卡拉國家公園
403,坎貝爾式
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬
410,妖怪
411,專家
412,中文
413,硫化物沉澱時根據溫度的不同硫-34的含量少許不同。假如在一個礦物中硫化物
414,非常混亂
415,阿爾泰語系
416,清太宗皇太極
417,信陽市
418,7000名
419,吉米·史都華，美國電影、電視、舞台劇演員、美國空軍准將。詹姆斯·史都華文武全才，以優異的成績畢業於普林斯頓大學建築系；在美國空軍晉升至准將
420,太陽風
421,預測
422,媽祖
423,鮑德溫伯爵
424,批鬥會
425,20餘米
426,蘇丹南部
427,雲騎尉
428,育苗
429,韓戰期間，時任韓國總統李承晚將韓軍指揮權移交給了聯合國軍。1994年12月1日，韓國收回了除戰時指揮權之外的軍事主權。駐韓美軍由主導角色轉變為支援角色。2005年9月
430,恆星
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,1月1日
436,生物學研究
437,陳誠
438,孫中山
439,與德國單獨媾和
440,進出口貿易
441,中原大戰
442,1978年
443,天皇
444,731
445,阿拉巴馬州
446,嘉義市
447,對保護農業生產
448,肺呼氣機制
449,五角星
450,
451,航海工業
452,阿29
453,匿蹤性能較佳
454,中國共產黨中央政治局常務委員會
455,1919年－1939年的時間段中，每10萬人約有40人自殺，1940-1945年間沒有公布任何數字。在1945年數字則上升到：每10萬人中有60人自殺，其絕對值則有：4500人。1945年
456,第一個圖像：一條簡單的直線
457,236路車
458,盟旗制
459,臺南州
460,腓力二世
461,南緯30度。其主要分布於大陸內陸區
462,一次大戰期間
463,長盤勝負
464,中華人民共和國
465,保守派
466,網景公司開發的而不是由昇陽電腦公司
467,《全唐詩
468,1911年
469,1982年
470,七年
471,
472,貝爾實驗室
473,梁朝偉
474,吳三連
475,西元幾年發生?[SEP]二月革命和十月革命，造成了沙皇尼古拉二世和其家人被處決、蘇聯成立、農奴制的改變、以及強迫性地使俄國現代化。在德國，1918年
476,米勒
477,1月8日
478,掃雷艇部隊
479,聯合對抗元朝
480,
481,15年
482,1988年
483,更早
484,東晉時期
485,動力系統
486,光明星4號
487,烏孜別克人
488,2555公里
489,國共內戰
490,華麗城
491,茲維亞德·加姆薩胡爾季阿
492,路面電車，簡稱電車，是一種通常由架空高架電纜供電、電動機驅動，依賴固定軌道行駛的公共運輸工具。列車車廂分別有單節和多節編組的設計，但是總長度一般不大於100米，以避免造成路口交通不暢
493,逐艦
494,荀子
495,明朝
496,1935年
497,「雙北合作交流平台
498,電路傳導飛控命令
499,中國政法大學
500,瓜拿納
501,二戰時期
502,鈉鹽
503,《山海經》、《封神演義》、《西遊記》、《聊齋誌異》的深刻影響，在江戶時代
504,民國4年12月25日
505,文森特
506,1972年
507,
508,貝爾根
509,太白
510,朱元璋
511,網路硬體環境
512,低稅賦
513,小選舉區制
514,科索沃
515,《中國教育改革與發展綱要》
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,尼克森
521,中永和
522,1925年
523,蝸頂
524,
525,
526,戰鬥機上的雷達
527,2002年
528,水
529,軍事冒險
530,學習維基媒體的頁面編輯工具被認為有挑戰性。一項關於學生使用基於維基媒體的維基的分配情況的調查發現，當被問及維基的主要問題的開放性問題時，24%提到了技術問題
531,整理遺產
532,雄性及雌性的生殖器官
533,經濟建設
534,《實業部組織法》
535,鮮蝦腸粉
536,愛國教育
537,帕吉勒提河
538,中華人民共和國雲南省楚雄彝族自治州
539,
540,開羅
541,1932年
542,許榮茂
543,1955年
544,
545,帝國時期
546,巡邏艇
547,1898年
548,法國民意
549,狄拉克
550,太武帝
551,健康寫實電影
552,1956年7月
553,矮星
554,新生代時期
555,伊爾庫茨克國立大學
556,泰赤烏
557,23406人
558,1789年
559,兩個
560,臺灣省臺北市
561,日占時期
562,藝聲
563,馬[UNK]
564,
565,《名人傳
566,高速線哈大客運專線
567,漢風魏韻
568,自然科學研究
569,反文化運動
570,英國
571,宗御封
572,轟炸機
573,夜間攔截任務
574,義大利
575,馬恩運河
576,基部
577,刺史
578,18個
579,至元二十九年
580,自由派
581,
582,陶瓷
583,1980年代
584,俄國
585,法屬路易斯安那
586,1930年
587,《馬可·波羅遊記
588,9年
589,玫瑰盃[UNK]
590,1941年2月1日
591,101公里
592,國務院常務會議
593,木衛三
594,喬治亞共和國
595,1943年
596,納戈爾諾-卡拉巴赫自治權
597,陰道
598,聯邦制
599,
600,民權運動
601,希臘
602,瀕危物種
603,海軍陸戰
604,公民權
605,冷氣
606,極端大陸性氣候
607,臺灣省臺北市
608,1928年
609,法國電信
610,霍布斯
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路
616,2005年
617,家庭喜劇片
618,保障子女利益
619,女性解放
620,反對建文帝削藩
621,
622,朱熹
623,自由民主黨
624,傳播色情
625,電穿孔細胞
626,高速線哈大客運專線
627,第五區
628,
629,1982年
630,漢武帝
631,忠清南道
632,企圖分裂中華民國
633,義大利
634,朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言的迷信
638,非商用的用途包括星空觀測
639,五桂山
640,竹[UNK]魚
641,嘉義市
642,製造業
643,29個
644,23年
645,10月23日
646,人傳》
647,漢字詞
648,第二次世界大戰
649,5000噸級
650,商業貿易
651,2015年年底前
652,古漢語文言文
653,22年
654,伊薩克
655,尼安三世
656,喜馬拉雅山脈
657,1937年
658,1964年
659,高麗
660,油氣開發
661,外太空
662,明孝宗
663,周邊地區
664,普思沿邊行政總局
665,1948年1月1日
666,照射紫外線
667,九一八事變
668,春秋
669,原住民宗教
670,閩江口
671,1899年
672,牟定縣
673,清朝
674,中央窩
675,利奧三世
676,「殖民主義
677,奧德
678,6萬平方千米
679,2000公厘
680,調動人民勞動的積極性
681,約翰遜
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,水質好
687,1848年
688,《諸羅縣志》
689,杜林
690,第265任
691,決勝局
692,39年
693,大東書局上海印刷廠
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,玫瑰盃[UNK]
699,索馬利亞政府司法系統
700,379年
701,軍隊編制問題
702,沈葆楨
703,韓國高鐵將高速公路形成的「一日生活圈
704,1
705,譚詠麟
706,1923年
707,阿拉伯語翻譯版
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,植物生物鹼
712,東晉
713,李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,20億馬克
721,白帳
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,憲法
730,郭沫若
731,90年代
732,金日成
733,第5
734,吉爾·德·萊斯
735,西班牙瓦倫西亞
736,1787年
737,元惠宗
738,復仇
739,1898年
740,守舊派
741,中華人民共和國
742,新任王妃
743,中生代
744,俄羅斯帝國
745,中國共產黨
746,從未修改國會選區
747,生育自主權
748,蘇聯
749,中華人民共和國主席根據全國人民代表大會的決定和全國人民代表大會常務委員會
750,維多利中心
751,25[UNK]35天
752,工藝產品
753,華人富有、加上不少華人傾向中共，各國為推行反共政策
754,5～8％
755,日本
756,分子雲內部
757,鮮卑部落
758,鮑德溫伯爵
759,1916年
760,1939年
761,砲兵科第一名
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,
768,兩個分組賽階段的資格賽賽制
769,
770,民國16年
771,13世紀
772,文憲王
773,周恩來
774,
775,至元十三年
776,列如鬼火
777,60年代
778,圖西族
779,聖餐持紀念說
780,空腹死刑
781,
782,四個大型衛星
783,長沙太守
784,溫度降低時，物質由液態變為固態的過程，物質凝固時的溫度稱為凝固點。目前已知的液體幾乎都可以在低溫時凝固成為固體，氦是唯一的例外，常壓下在絕對零度
785,2002年
786,上海
787,比利時
788,濃硫酸
789,在科學革命中推翻
790,「兄弟國的盟約
791,2011年
792,硫礦
793,1979年
794,義大利
795,江南社會
796,卡拉恰伊湖
797,宋理宗趙昀
798,尼安三世
799,南京
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,純銅
808,第二次義大利衣索比亞戰爭
809,礦產資源
810,1449年
811,1986年
812,隆武帝
813,護航艦艇
814,叔敖
815,
816,喀喇汗國
817,第265任
818,挑起戰爭
819,中華全國體育協進會改為中華全國體育總會
820,外在的因素
821,多元化色彩
822,1956年
823,《產假和保護婦女兒童權利法》
824,福建人
825,[UNK]州縣
826,扶餘
827,人民頻繁的遷移
828,公元前12世紀
829,廣播電視領域，由廣電總局等單位審查國內的節目，決定每一部影視作品能否在國內公開上演，其審查程序往往是不透明的。但因為網際網路版權問題的存在，往往被禁止的作品可以在網上免費收看。對於境外節目，當局有一套嚴密的制度用以保證阻止國外的「不良內容」進入，對境外落地的信號實施地面頻道干擾
830,
831,英國
832,1927年
833,隋朝
834,蘇區
835,西區門戶計畫」
836,太陽
837,1941年
838,妖怪學
839,1987年
840,收養資格
841,
842,關漢卿
843,湯玉麟
844,陳平順
845,主序帶
846,北歐諾曼人
847,整個站體都位於天橋上的車站
848,1955年
849,中國代表權變更問題
850,青銅時代
851,天皇
852,民族最大節日
853,德國人
854,2014年
855,羅馬帝國
856,重力
857,第一目擊者
858,生物演化
859,1988年
860,韓國
861,李之藻
862,盧安達愛國陣線自1994年
863,查爾斯•埃卓恩•拉迪斯拉斯•狄拉克，是一個曾在布里斯托教書的法文老師
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,聖經
869,清康熙帝
870,農民
871,第二產程
872,民國43年
873,地質類學科專業
874,中國科學技術大學校長
875,咖啡因
876,坦提烏斯
877,2000年6月
878,一日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,伽利略衛星中最靠近木星的一顆衛星，直徑為3642公里，是太陽系第四大衛星
883,供應服務過多，常導致店員時常忙碌且需學習極多職場技能
884,1910年革命」中，因民主黨重奪眾議院與共和黨內的保守派反對坎農可議的嚴重干涉
885,洛邑
886,文學作品
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡小海伍德村
891,義熙十四年
892,劉少奇
893,2002年
894,大學4年
895,草木或者動物等改變成為的精怪，也指怪異、反常的事物與現象。妖怪通常存在於人類想像與傳說之中，難以運用科學方法證明其真偽
896,東德使館
897,波蘭
898,1949到1961年
899,0.4太陽質量
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,第四次迦太基大會
907,精子庫
908,大質量的恆星燃燒燃料
909,加拿大軍隊的作戰
910,120天
911,1950年代
912,文藝復興運動
913,行為不檢點。而被解職的所有美軍軍事指揮官中至少有30%是因為性犯罪
914,文藝復興式
915,楚州
916,1590年
917,1989年
918,埃姆斯蘭到博特羅普
919,柏林國際廣播電台
920,望遠鏡
921,1584年
922,繁華景象
923,
924,
925,2000年
926,67個
927,1949年1月1日
928,1884年
929,布列斯特-立陶夫斯克
930,黑龍江
931,私立大學
932,三座
933,韓國華僑的聚集所在
934,李[UNK]
935,林紹良
936,《諸蕃志》
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,茂文·李洛埃
942,9月
943,其副汗或小汗多帶有伊利
944,唐德剛
945,路易十四
946,30個
947,0.07個太陽質量
948,閩南人
949,28年
950,李煥之
951,公共汽車
952,核膜間隙
953,石排灣
954,正教
955,八角鼓
956,歐洲鋼鐵產量會下降
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,匈奴人
962,美國大學協會
963,船業
964,減低阻力
965,紐格威森林
966,2012年
967,拿破崙
968,
969,166年
970,[UNK]
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,粉碎「四人幫
976,
977,1958年底
978,西晉
979,
980,李嵩
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,《審死官
989,內陸地區
990,
991,白[UNK]紀滅絕事件，50%的生物滅絕，包括所有的恐龍。大多學者認為有一顆彗星撞擊地球，引起特大氣候變化，很多動物，尤其是冷血動物，無法適應低溫
992,毒品
993,異端邪說
994,1252年
995,元朝
996,1929年
997,1972年
998,鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,大陸
1002,1946年
1003,蘇聯紅軍
1004,基本食物
1005,1991年
1006,
1007,矮星
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年，詹姆斯·史都華以導演奧圖·普萊明傑1959年
1013,
1014,紐約尼克
1015,預付的模式。雖然這個詞並沒有很好的描述了集郵人士的特性，但是並沒有妨礙它走進各種字母文字。現在郵票已成為世界一大熱門收藏品。起初人們只是為了裝飾而收集郵件
1016,合肥
1017,100萬
1018,第二代
1019,匈奴
1020,9月2日
1021,五等爵制
1022,工程化核酸酶
1023,伊薩克二世
1024,馬克西米安
1025,外部刺激
1026,艾森豪
1027,
1028,武漢行營副主任
1029,為了躲避戰亂
1030,劉宋
1031,39%
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,漢字詞
1036,寧都會議
1037,舊石器時代中期的動物崇拜。舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,網際網路版權問題
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,岡瓦那大陸
1050,以後走向統一
1051,挪威
1052,《渡假留香
1053,令拿破崙蒙羞
1054,南華縣
1055,英國
1056,高山族
1057,路面電車
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,唐軍
1062,荊州劉表
1063,慶元
1064,北平綏靖公署主任張學良轉任軍事委員會北平分會副委員長
1065,《民法大全》
1066,石油危機
1067,秦朝
1068,峽灣
1069,1920年
1070,硫代硫酸氨
1071,喃字
1072,89萬人
1073,1912年
1074,1627年
1075,區域性污染
1076,英屬維京群島
1077,中華民國
1078,夏季
1079,臺灣新北地方法院
1080,戴克里
1081,6世紀
1082,24所
1083,甘肅省
1084,決勝局
1085,
1086,耶穌會
1087,人
1088,破四舊
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,張學良
1093,橡膠等的溶劑
1094,雲南省第二殖邊督辦公署
1095,－17世紀初
1096,1968年
1097,反潛
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,氣候可根據不同氣象要素的平均範圍和特殊範圍進行分類，最常採用的變數為溫度和降水量。其中最常使用[UNK]氣候分類系統
1102,抗日戰爭
1103,財產資格限制
1104,南越國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1847年
1116,辛亥革命
1117,
1118,朱陸
1119,傑弗里·德維爾阿杜安
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,中華民國
1126,提姆·柏內茲李
1127,朱序
1128,價水平上漲
1129,中國教育狀況
1130,1992年
1131,康拉德·阿登納
1132,東北亞
1133,柏拉圖
1134,185年
1135,弱勢群體
1136,大正天皇
1137,第一教學樓
1138,後世不少朝代
1139,義輝
1140,美國總統選舉
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,波多黎各
1148,瑞士蘇黎世州
1149,七月初四
1150,英國
1151,
1152,34年
1153,50元
1154,中華民國
1155,2次
1156,
1157,七個
1158,劉少奇
1159,卡加梅
1160,12個
1161,天城體
1162,[UNK]
1163,財務報表
1164,自然
1165,潛艇艦長
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,第二產程
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,製導
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,試圖在保守派和自由派之間取得平衡
1186,唯泰主義
1187,1970年代
1188,《海峽兩岸服務貿易協議》
1189,蒙古三部大權
1190,自由主義
1191,1874年
1192,振幅最大點
1193,五島烏龍麵
1194,李克強
1195,河東道
1196,超文字
1197,古老
1198,熱帶稀樹草原
1199,韓國
1200,在太原組織
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,義陽
1206,吉隆坡
1207,1916年
1208,強所擁有蔭戶不承擔國家賦役，僅對塢主負有義務
1209,12個決策局，新增決策局為發展局
1210,極端稀薄
1211,北京電視台
1212,[UNK]州縣實際解散
1213,政治活動
1214,地面作戰
1215,美國大學協會
1216,政府工作報告
1217,
1218,開京
1219,美國大蕭條時期
1220,為了解決元成宗時期的財政危機
1221,伊薩克
1222,
1223,蔣介石
1224,全印穆斯林聯盟
1225,後受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,光球層
1229,鄧小平為主要創立者、以建設中國特色社會主義
1230,劉裕
1231,阿里烏教派
1232,君士坦丁堡
1233,佛教
1234,中世紀時期
1235,東正教
1236,臺灣
1237,鄧小平
1238,國家聯盟關係
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1898年
1248,義大利汽車之都
1249,噴射發動機
1250,細胞膜
1251,在軌道上驅動列車
1252,馬格德堡待了一年，教導他的是中世紀晚期出現的共同生活弟兄會的教士。1498年14歲，他的父母將他送到大城埃森納赫方濟會辦的聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,「戊寅靖社
1257,魏博拉盧比民達行業工會
1258,山背文化
1259,基本差異在於繁衍後代所需基因物質產生的方式
1260,富利
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,望遠鏡原則
1268,15年
1269,金融服務局
1270,希洛克勒斯
1271,班傑明·富蘭克林
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市
1276,二氧化硫在水中的溶液。亞硫酸和亞硫酸鹽是有力的還原劑。二氧化硫的其它產物包括焦亞硫酸離子。硫代硫酸物是氧化劑。硫代硫酸氨
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,
1282,四年八月二十五日，景宗病逝，王世弟即位。由於景宗壯年早逝，因此坊間也有新王弒兄的傳言出現。英祖四年
1283,改良式腳踏車
1284,《那一夜，我們說相聲》
1285,二人
1286,1880年
1287,超文字
1288,八月
1289,閾下刺激物
1290,普通語
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,我們是一個民族！
1298,索契
1299,假日及假期從事植物的採集，1898年在福島縣會津地區
1300,2005年
1301,使命乎合土地撥贈法案
1302,士瓦本
1303,洛杉磯快艇
1304,腓力五世爭議性地禪位予長子年僅十七歲
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,沃爾普斯韋德
1310,朱利烏斯·凱撒
1311,豫」
1312,1919年4月13日
1313,1133515人
1314,文言文
1315,排灣族
1316,洛克菲勒紀念教堂
1317,
1318,世宗大王
1319,2015年
1320,1969年
1321,民主黨
1322,水田
1323,
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空有關
1328,黃庭堅的曾祖父黃中理
1329,《雅爾達協定》
1330,荷蘭
1331,1913年
1332,世界強國美國
1333,鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,旅順-大連租借地
1342,卡普拉
1343,聯邦國家存在。聯邦成員國在聯邦國家成立之前，是單獨的享有主權
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,稻草編織出的工藝產品，也相當常見，如草蓆，草帽等。在稻田中最常見的還有戴著帽子，用來嚇阻鳥群的稻草人，是早期農村相當常見的景觀。稻草在現今大力發展的食用菌
1348,800餘種
1349,類比訊號
1350,印度
1351,視錐細胞
1352,市區
