ID,Answer
178,與法國爭奪歐洲大陸霸權而爆發的戰爭。戰爭是由法國發動，最後以普魯士大獲全勝，建立德意志帝國告終
179,公元前362年
180,創建強力政府
181,28歲
182,1955年
183,保加利亞
184,三大優點
185,10度
186,社會黨
187,西歐
188,波士頓
189,1992年
190,下旋球
191,體制
192,明朝
193,文藝復興
194,2000年
195,2012年
196,道縣玉蟾岩
197,赫爾戈蘭灣發生
198,森林
199,阿森納女子足球俱樂部
200,社會主義市場經濟
201,居民
202,1920年
203,深圳特區貨幣
204,多倫多
205,在軌道上驅動列車
206,彌爾
207,中央情報局
208,艾瑪·史東
209,在時域上數學形式為連續函式的訊號
210,受到中國與印度的文化所影響
211,亞歷山大一世
212,
213,清涼
214,新北市
215,聯盟合作
216,第二次世界大戰
217,唐努烏梁海
218,七分人禍
219,好在歷史是人民寫的
220,美觀
221,臺中市精密機械科技創新園區位於台中市的南屯區
222,西部地區
223,1982年
224,1449年
225,天子
226,塔特拉山
227,莫斯科中山大學
228,發明家
229,2006年
230,沒有
231,體器官移植條例》
232,1262年
233,為增加米、糖等農作物產量
234,三倍
235,質量大於0.4太陽質量
236,颱風
237,2016年
238,1973年
239,第六
240,本科課程以苛刻的標準、繁重的學業壓力而著稱
241,鋁土礦
242,二戰後現代化建築
243,布農族
244,黑死病
245,2007年
246,查普曼
247,由於據傳在與比提尼亞國王的性行為中處於被動地位
248,2009年
249,洛杉磯湖人
250,溥[UNK]
251,副主席
252,
253,廣東省政府委員會
254,風之國度》
255,1951年
256,漢語拼音方案
257,1984年
258,地面車站
259,下薩克森邦
260,法蘭西第二帝國
261,廣東閩人
262,全勝紀錄
263,得以擺脫過去遇到地面雜訊就會癱瘓的窘境
264,哥白尼日心說
265,濃度低
266,
267,明朝
268,1848年
269,1954年
270,1997年
271,共同民主黨
272,《南華早報》
273,急性劇毒
274,佛像
275,阿聯
276,交通基建
277,重提步兵軍這一編制。1941年6月22日步兵師
278,平戶
279,以天狼星在東方地平線的出現
280,自律心肌細胞
281,2011年
282,德語地區
283,島機場
284,1237年
285,東羅馬
286,恭帝
287,德國
288,美國律師協會
289,1654年
290,清朝
291,廣開土大王
292,胡安·林茲
293,日本
294,1998年1月1日
295,第一星族
296,孟懷玉
297,鈣離子
298,383年
299,羅納爾迪尼奧
300,苻堅
301,大小島嶼組成
302,利奧三世
303,拉丁字母
304,要提升飛機的飛行安全
305,丁基羥基甲苯
306,中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,靳雲鵬
312,1958年
313,《馬德里議定書》
314,446種
315,曹魏故都智慧之旅
316,亞德港
317,布爾什維克革命
318,金本位制度
319,彌爾
320,紅色
321,1928年
322,商品期貨
323,十多個
324,
325,楊宇霆
326,大力發展體育事業
327,元世祖
328,混合動力自行車
329,數學
330,亞熱帶季風氣候
331,經濟
332,目前沒有觀察到任何語言純[UNK]以力道來區分不同輔音
333,朱一貴
334,凱爾特部落群
335,
336,銃炮
337,1961年
338,1980年代
339,凱·艾維州長
340,高句麗
341,1980年
342,希伯來文
343,第四心音
344,2010年
345,武漢
346,1868年
347,托土拉島
348,德國
349,倫敦大學
350,最初
351,岡仁波齊峰
352,1973年
353,突厥
354,大島造船所
355,南斯拉夫社會主義聯邦共和國
356,正被邊緣化
357,硫化物
358,丹尼索瓦人混血
359,忽必烈
360,中國
361,2000年
362,管狀結構
363,奧地利
364,1954年
365,韓國
366,維京戈達島
367,1956年
368,史都華中校
369,1910年
370,突厥
371,當金朝遷都並將要滅亡之際，中亞新興大國花剌子模在沙阿摩訶末時期崛起
372,1988年
373,2011年
374,環境保護
375,巴爾的摩市
376,彰化市
377,社團部
378,她以為托爾金已經忘了她
379,電子郵件
380,孔子
381,大連路
382,2005年
383,中國對處決犯人一直採取保密的措施
384,異端審判庭
385,1970年
386,雙循環泵功能
387,1809年
388,美國有一個龐大的內需市場，而實行貿易保護主義
389,民國32年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,幅員遼闊
392,伯克制
393,擺脫螺旋槳在接近音速時的上限
394,國家起源說
395,路易·巴斯德
396,台中軟體園區
397,宣統三年九月十九日
398,1991年
399,高麗官修正史
400,第二次工業革命
401,突厥語
402,碼頭
403,約翰·坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中世紀佛蘭芒語
413,空氣，少量來自礦物的風化
414,不能有效解決國際動物學界面臨的學名混亂問題
415,阿爾泰語系
416,皇太極
417,信陽
418,一名
419,准將
420,質量
421,科技
422,媽祖
423,君士坦丁堡大賽車場
424,計劃委員會
425,15米
426,蘇丹
427,雲騎尉
428,[UNK]
429,2005年9月
430,恆星
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,2456
436,生物學研究
437,陳誠
438,孫中山
439,蘇俄退出第一次世界大戰
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731
445,伊利諾伊州卡霍基亞土墩遺址
446,嘉義市
447,
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,航海貿易
452,威悉河隧道
453,以加掛[UNK]或[UNK]編號做區隔
454,中共中央政治局常委會
455,1991年
456,一條簡單的直線
457,236路車
458,
459,臺南州
460,布朗茜
461,南緯30度。其主要分布於大陸內陸區或背風的山區
462,一次大戰期間
463,第四盤
464,中華人民共和國
465,保守派
466,網景公司
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,神聖羅馬帝國
472,沃爾特·布喇頓工作團隊
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,1月7日
478,掃雷艇部隊
479,海都聯軍被海山和晉王甘麻剌擊潰
480,多黨制
481,民國15年
482,80年代
483,大約在這個時期
484,東晉時期
485,線傳飛控
486,開城工業園區
487,烏孜別克人
488,2555公里
489,第一次國共內戰
490,146年
491,茲維亞德·加姆薩胡爾季阿
492,以避免造成路口交通不暢
493,多用途導彈
494,傅斯年
495,清朝
496,7年
497,雙北合作交流平台
498,與動力系統結合
499,中國政法大學
500,瓜拿納
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,馬麗娜·甘巴
506,1992年
507,軍政
508,貝爾根
509,太白
510,朱標
511,十億韓國
512,低稅賦
513,小選舉區制
514,科索沃
515,「反對資產階級自由化」運動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,喬治麥高文參選，麥高文以他鮮明的反戰立場為號召，主張立即從越南撤軍，並保障所有美國人的最低收入。麥高文試圖對抗尼克森的政策，但卻被他搭檔競選的夥伴湯瑪斯伊格頓
521,溪南的中永和、新店
522,1902年
523,蝸頂
524,香港主權移交
525,2
526,找到最佳射擊時機，提高一般飛行員的命中率
527,1975年
528,氫硫酸
529,在海外進行軍事冒險
530,使編輯長頁面更容易
531,整理遺產
532,同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,社會政治運動
537,帕吉勒提河
538,「西南美麗的地方
539,「天」的至高無上
540,開羅
541,1932年
542,林紹良
543,1955年
544,多倫多運輸局
545,前一世紀
546,柵欄
547,1910年
548,老虎
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,老人星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1788年經必要數目的州數正式批准通過，但定於1789年3月4日全面實施。眾議院於1789年
559,兩個
560,永康方巖
561,朝鮮日治時期
562,張冠李戴地
563,萬祥
564,總兵官
565,《金驢記》
566,黑龍江省十字加環線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,多功能
574,義大利
575,中世紀的漢撒同盟時代
576,聽放線
577,刺史
578,18個
579,至元二十九年
580,保守派
581,南海，東南到達東海中的澎湖列島
582,陶瓷
583,1980年代
584,法國
585,法屬路易斯安那
586,1997年
587,帖裏幹道
588,9年
589,特洛依騎士
590,中華民國初年
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,全面性
597,橫位
598,聯邦憲法
599,韓國
600,氯仿
601,土耳其人
602,瀕危物種
603,越戰
604,公民權
605,冷凍用途
606,極端大陸性氣候
607,臺灣省臺北市
608,1929年
609,法國電信
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,海南站
616,2006年
617,家庭喜劇片
618,同性婚姻
619,婦女
620,反對建文帝削藩
621,建築與規劃學院
622,朱熹
623,自由民主黨
624,傳播色情
625,電穿孔細胞
626,大連
627,第五區
628,活躍軍事單位
629,1982年
630,漢武帝
631,總統
632,《蘇蒙修好條約》
633,巴黎聖母院
634,19世紀末，西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,馬鈴薯
641,嘉義市
642,製造業
643,29個
644,民國31年
645,10月23日
646,馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,阿拉里克
656,喜馬拉雅山脈
657,1937年
658,1964年
659,19世紀
660,油氣開發
661,100公里的高度
662,明孝宗
663,周邊地區
664,雲南省第一行政督察區，1942年改第四行政督察區，1946年改屬第七行政督察區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,「殖民主義
677,奧德
678,30米
679,2000公厘
680,自主性
681,約翰•布瑞肯里奇
682,赤城鎮政府街1號
683,纖維心包
684,非魚
685,潘普洛納
686,52眼長白山優質天然礦泉
687,1848年
688,《臺灣府志》
689,埃及
690,第265任
691,6比6
692,民國39年
693,北京郵票廠
694,英國與法國的戰爭中支持法國
695,超新星
696,全斗煥
697,2007年
698,勝利鐘
699,文人政府
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1925年
707,印度河流域文明
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,少
712,文帝
713,李定國
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,蒙古王國，西伯利亞王國和土爾扈特王國
722,新恆星
723,咖啡因
724,劉裕
725,階梯狀
726,漳州人
727,6個小時
728,1651年
729,憲法
730,呂驥
731,90年代
732,金日成
733,第5
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,王保保
738,復仇
739,1898年
740,守舊派
741,
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,對複雜性和故意拖延將隔離和種族主義寫入法典
747,計劃生育
748,蘇聯遠東軍
749,全國人民代表大會常務委員會
750,福建社團聯會
751,水委一
752,對第一期作水稻增產10％
753,推行反共政策
754,
755,日本
756,分子雲內部
757,鮮卑部落
758,十字軍將領
759,1918年
760,1939年
761,旅長
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥的時候
766,麻赫穆德·喀什噶里
767,帕拉多霍祭壇組雕
768,設兩個分組賽階段的資格賽賽制
769,周貽淦
770,民國16年
771,9世紀
772,三監之亂
773,周恩來
774,馬略一
775,至元十三年
776,磷化氫
777,
778,圖西族
779,聖餐持紀念說
780,非暴力實踐空腹死刑
781,《三國史記
782,哥白尼日心說
783,長沙太守
784,熱遲滯現象
785,1978年
786,上海
787,德國
788,濃硫酸
789,畢達哥拉斯主義
790,兄弟國的盟約」
791,2011年
792,硫
793,1979年
794,義大利
795,佛教
796,卡拉恰伊湖
797,宋理宗
798,阿拉里克
799,臺北
800,共和黨
801,百濟
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,托爾金
816,雙汗制
817,78歲
818,[UNK]黨
819,中華全國體育協進會
820,自轉
821,人文關懷
822,1972年
823,《產假和保護婦女兒童權利法》
824,因為軍閥混戰
825,中國共產黨解放軍
826,韓國
827,人民頻繁的遷移
828,四世紀
829,對境外落地的信號實施地面頻道干擾
830,以保證共和派控制國民議會
831,匈牙利
832,1979年
833,突厥汗國
834,蘇區
835,臺北縣改制新北市
836,太陽
837,1940年
838,妖怪學
839,1987年
840,社福機構
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,波霎
846,羅貝爾
847,整個站體都位於天橋上的車站
848,1955年
849,阻止蒙古入聯合國
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2013年
855,羅馬帝國
856,分子雲
857,路加是希臘人
858,擔心引起教會勢力的強烈反彈
859,1987年
860,韓國
861,王孝通
862,哈比亞利馬納
863,法文老師
864,玻里尼西亞
865,廉興
866,基因特質
867,印地語
868,貝日尼
869,乾隆帝
870,長高約八公分
871,過渡期
872,民國43年
873,地質類學科專業
874,副校長
875,瓜拿納因子
876,君士坦提烏斯
877,2000年6月
878,一日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,
883,供應服務過多
884,1910年革命
885,鎬京
886,士人
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,周恩來
893,2000年
894,初中
895,代表著一切非理性力量的總合
896,東德使館
897,冷戰時期
898,1985年
899,恆星殘骸
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,為了確保比利時的中立
906,德語聖經
907,使用精子庫
908,大質量
909,加拿大軍隊基地
910,120天
911,1950年代
912,第四次十字軍東征
913,性犯罪
914,復興式
915,淮安
916,1590年
917,1985到1989年
918,維斯特施塔德地區
919,柏林國際廣播電台
920,本超星系團
921,春秋時期
922,使郵驛通信十分有效地發揮效能
923,媒體維基
924,人文
925,1948年
926,67個
927,10月13日
928,1884年
929,
930,大慶油田
931,私立大學
932,三座
933,早期韓國華僑的聚集所在
934,李雄
935,許榮茂
936,汪大淵
937,漢字詞
938,[UNK]稻
939,宋真宗
940,120%，同年齡段女性的自殺率只有33
941,美國聯邦調查局
942,9月
943,因為19世紀歐洲東方學家和錢幣學家發現該汗朝的許多大汗多帶有喀喇的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07
948,閩南人
949,民國28年
950,李煥之
951,公共汽車
952,核質
953,鴨巴甸
954,東正教
955,八角鼓
956,迦太基式的和平
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,匈奴人
962,芝加哥大學
963,造船業
964,減緩國防工業的投資
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,166年
970,
971,市場經濟
972,1961年
973,亞歷山大六世
974,1789年
975,悼念周恩來集會
976,70年代初
977,1958年底
978,一些國家採胡漢分治的制度
979,涵元殿
980,杜甫
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,打破香港華語片票房紀錄
989,內陸地區
990,
991,白[UNK]紀滅絕事件
992,模特
993,上帝創造萬物
994,1258年
995,元朝
996,1929年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,外匯帳戶
1005,1991年
1006,印第安納大學
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,蓋戳形式
1016,東校區
1017,100萬到1兆倍
1018,第二代
1019,匈奴
1020,9月6日
1021,貴族等級制度相關記載及歷史遺留。如歷史上日本的皇室、公家分謂；朝鮮的兩班制度；中國的世爵制度
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟
1027,臺灣本身財政負擔的問題
1028,武漢行營副主任
1029,為了躲避戰亂
1030,朝鮮半島
1031,39%
1032,狄拉克
1033,與其虎視眈眈的鄰邊諸國保持良好的關係
1034,1823年
1035,輔音
1036,三人團
1037,舊石器時代中期
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,遇到尷尬事件
1043,愷撒
1044,韓語
1045,倫敦霍洛威
1046,基督教
1047,烏爾蘇拉
1048,1964年
1049,岡瓦那大陸
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,軍事介入失敗
1054,川鎮
1055,英國人
1056,李紳
1057,在道路無需軌道行駛上的電車
1058,帝位世襲
1059,1060公釐
1060,1939年
1061,唐史學家
1062,荊州劉表
1063,慶元
1064,北平綏靖公署主任張學良轉任軍事委員會北平分會副委員長
1065,大陸法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,按形聲方式，結合二個漢字來造成一個新字
1072,89萬
1073,1912年
1074,1627年
1075,區域性污染
1076,阿內加達島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,馬克西米安
1081,6世紀
1082,24所
1083,甘肅省
1084,決勝局
1085,1所
1086,義大利耶穌會
1087,一個
1088,破四舊
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,爆炸性
1094,雲南省第二殖邊督辦公署
1095,清朝
1096,1968年
1097,多用途導彈
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,氣候分類系統
1102,抗日戰爭
1103,財產資格限制
1104,南越國
1105,合法
1106,博尼法斯二世
1107,海旁東
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1846年
1116,日俄戰爭
1117,菡子
1118,道德蒙昧主義
1119,
1120,阿拉伯半島
1121,亞歷山大一世
1122,加州尤巴城
1123,君主
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,大約公元185年
1135,民委員會
1136,大正天皇
1137,館的總館
1138,北齊
1139,織田信長
1140,內戰
1141,中華人民共和國衛生部
1142,啟示上帝真名的古魯話語
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1807年
1147,英國
1148,巴西
1149,七月初四
1150,德國
1151,76間
1152,民國36年
1153,50元
1154,
1155,2次
1156,拋秧
1157,七個
1158,周恩來
1159,卡加梅
1160,93位
1161,悉曇體
1162,5月17日
1163,財務報表
1164,武力
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,城市計
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,以和平方式抱住大樹來阻止森林砍伐
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,夜裡10點至翌日凌晨6點間
1177,法國
1178,歐幾里得
1179,道本頓
1180,通州張家灣
1181,製導
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,為當時膝下無兒的拿破崙生下一個繼承人
1186,唯泰主義
1187,國際水稻基因定序工程
1188,《海峽兩岸服務貿易協議
1189,中路軍
1190,自由主義
1191,1874年
1192,纖維同步發放
1193,卡斯特拉
1194,李克強
1195,河東道
1196,你想了解其他的國家以及那裡的風土人情變得十分容易
1197,希波丹姆
1198,自然環境
1199,日本
1200,成為抗日民族統一戰線的具體組織形式
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,八千多年
1206,吉隆坡
1207,1889年
1208,主要作為軍事防衛
1209,12個決策局，新增決策局為發展局
1210,受到陽光持續的照射也會使凍結的二氧化硫昇華
1211,北京電視台
1212,中華民國
1213,十月革命
1214,英國
1215,美國大學協會
1216,公共教育經費
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,以平抑物價
1221,拉丁人
1222,各種的組織
1223,蔣介石
1224,全印穆斯林聯盟
1225,後受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,氣泡狀範圍
1229,建設中國特色社會主義
1230,劉裕
1231,東正教
1232,領主
1233,佛教
1234,自三代
1235,東正教
1236,高雄市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,
1248,義大利汽車之都
1249,火箭發動機
1250,機械門控通道
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,仁宗系
1256,私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,非洲
1261,瓊州海峽
1262,尤里西斯•格蘭特
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,因為量子物理學的進展
1268,民國3年
1269,金融廳
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第二代
1274,日美神奈川條約
1275,北京
1276,晶體
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,六四事件
1282,英祖四年
1283,改良式腳踏車
1284,《臺灣怪談》
1285,二人
1286,1830年
1287,已開發國家
1288,八月
1289,行為主義元素
1290,廣州話
1291,張伯倫
1292,粳稻
1293,挪威
1294,1800
1295,中國郵政集團公司
1296,承諾給予興、泉、漳、潮四郡為封地
1297,「我們是一個民族！」
1298,安納托利亞人
1299,福島縣會津地區
1300,1913年
1301,土地銷售
1302,拉曼人
1303,史蒂夫·鮑爾默
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,豫
1312,1919年4月13日
1313,1133515人
1314,國語字
1315,南部排灣族
1316,洛克菲勒紀念教堂
1317,普選制度
1318,高宗
1319,2015年
1320,1969年
1321,左派黨
1322,收割機
1323,內容差異大
1324,488年
1325,病態賭徒
1326,人民代表大會
1327,外太空
1328,黃庭堅的曾祖父黃中理
1329,治自決
1330,西班牙
1331,1905年
1332,印尼
1333,鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克在拿破崙
1335,廣東省
1336,聖母大學
1337,羅馬法
1338,應用心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約》
1342,詹姆斯·史都華
1343,聯邦
1344,24英吋克拉克望遠鏡
1345,生物質
1346,新聞部
1347,就地掩埋
1348,66種
1349,類比訊號
1350,回族
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,希臘
1360,鐵鉉
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,對刺激的回應
1368,魯宗之
1369,荷蘭人與西班牙人在東亞展開競爭，荷蘭東印度公司對日本幕府散播西班牙企圖顛覆德川幕府陰謀
1370,《朝鮮王朝實錄》
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,中國外長孫寶琦
1376,油門
1377,民國十八年至二十六年間，南京進行了大規模的首都建設，奠定了南京現代城市發展的良好基礎。民國十八年
1378,太白山脈
1379,一萬兌一比率
1380,25個
1381,東北停戰協定
1382,1996年
1383,1985年
1384,4世紀
1385,表示自己不受中央的指揮管轄
1386,公元前三世紀
1387,九龍灣
1388,1980年代
1389,1997年
1390,《每日電訊報》
1391,折下吉延
1392,越南
1393,1914年
1394,為會議提供傳譯服務
1395,2300多種
1396,對能源的需求持續增長
1397,女性
1398,40倍
1399,1956年
1400,白色
1401,1856年
1402,忽必烈
1403,「反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,
1416,2013年2月11日
1417,1973年
1418,爭取民族權利
1419,明治大學
1420,科學家
1421,10萬人
1422,惠宗
1423,抗佝[UNK]病維他命
1424,馬來-玻里尼西亞語族
1425,57%
1426,預算限制
1427,意識型態
1428,城市
1429,元代
1430,43人
1431,限制性消化
1432,
1433,女性
1434,兩層
1435,麻赫穆德·喀什噶里
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,2005年9月
1439,最高榮譽大獎
1440,摩門教
1441,1986年
1442,《西部開拓史》
1443,遠古百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,作為歷史博物館
1450,阿內加達島
1451,低可偵測性又被稱為匿蹤或隱身，這項技術是為了降低飛機被偵測到的機率、距離和避免被持續追蹤的可能。自從雷達於二次世界大戰初期開始運用於對空警戒以來，相關研究
1452,外國不可能介入內戰
1453,南朝鮮
1454,古代查莫洛社會
1455,財政資助低收入階層
1456,德日印巴
1457,大學
1458,九龍灣
1459,
1460,佛教
1461,陳朝
1462,46
1463,有色人種
1464,
1465,漢諾威
