Id,Category
1926,5
1927,3
1928,8
1929,3
1930,5
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,9
1940,6
1941,4
1942,4
1943,9
1944,0
1945,9
1946,5
1947,10
1948,10
1949,5
1950,9
1951,2
1952,10
1953,6
1954,10
1955,2
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,0
1963,0
1964,9
1965,10
1966,5
1967,8
1968,6
1969,5
1970,6
1971,5
1972,3
1973,9
1974,5
1975,1
1976,9
1977,10
1978,9
1979,2
1980,5
1981,7
1982,0
1983,2
1984,7
1985,2
1986,9
1987,5
1988,0
1989,10
1990,2
1991,3
1992,10
1993,4
1994,5
1995,10
1996,0
1997,4
1998,5
1999,7
2000,5
2001,5
2002,9
2003,4
2004,5
2005,7
2006,10
2007,9
2008,2
2009,5
2010,1
2011,4
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,6
2021,6
2022,9
2023,9
2024,0
2025,2
2026,4
2027,0
2028,4
2029,6
2030,2
2031,8
2032,10
2033,6
2034,2
2035,0
2036,2
2037,6
2038,5
2039,0
2040,0
2041,9
2042,5
2043,6
2044,0
2045,5
2046,2
2047,3
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,7
2055,0
2056,0
2057,9
2058,2
2059,9
2060,10
2061,5
2062,10
2063,0
2064,10
2065,9
2066,2
2067,9
2068,0
2069,3
2070,5
2071,9
2072,5
2073,9
2074,0
2075,10
2076,8
2077,6
2078,4
2079,7
2080,1
2081,2
2082,5
2083,9
2084,8
2085,5
2086,9
2087,2
2088,6
2089,6
2090,10
2091,2
2092,3
2093,3
2094,5
2095,8
2096,8
2097,5
2098,6
2099,10
2100,2
2101,5
2102,0
2103,2
2104,2
2105,8
2106,10
2107,5
2108,3
2109,5
2110,5
2111,1
2112,9
2113,6
2114,10
2115,10
2116,6
2117,5
2118,10
2119,2
2120,9
2121,6
2122,9
2123,10
2124,5
2125,0
2126,0
2127,4
2128,6
2129,10
2130,6
2131,9
2132,9
2133,10
2134,6
2135,5
2136,9
2137,6
2138,6
2139,2
2140,2
2141,0
2142,4
2143,6
2144,6
2145,8
2146,4
2147,6
2148,4
2149,8
2150,2
2151,9
2152,2
2153,6
2154,4
2155,6
2156,10
2157,9
2158,5
2159,5
2160,0
2161,0
2162,3
2163,8
2164,10
2165,2
2166,2
2167,10
2168,9
2169,7
2170,2
2171,6
2172,9
2173,5
2174,2
2175,6
2176,5
2177,6
2178,6
2179,4
2180,4
2181,5
2182,2
2183,6
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,2
2193,1
2194,4
2195,2
2196,9
2197,8
2198,10
2199,5
2200,4
2201,2
2202,4
2203,5
2204,10
2205,9
2206,2
2207,2
2208,2
2209,2
2210,2
2211,10
2212,0
2213,4
2214,2
2215,2
2216,4
2217,6
2218,2
2219,9
2220,2
2221,4
2222,6
2223,1
2224,5
2225,3
2226,2
2227,2
2228,10
2229,9
2230,0
2231,9
2232,6
2233,8
2234,6
2235,6
2236,10
2237,2
2238,9
2239,6
2240,10
2241,9
2242,0
2243,10
2244,9
2245,9
2246,9
2247,2
2248,2
2249,8
2250,6
2251,4
2252,0
2253,6
2254,10
2255,10
2256,2
2257,9
2258,5
2259,9
2260,0
2261,5
2262,0
2263,5
2264,10
2265,4
2266,10
2267,6
2268,10
2269,2
2270,10
2271,9
2272,10
2273,2
2274,8
2275,9
2276,2
2277,8
2278,4
2279,4
2280,5
2281,9
2282,3
2283,3
2284,2
2285,5
2286,2
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,7
2294,0
2295,10
2296,6
2297,2
2298,6
2299,10
2300,4
2301,9
2302,8
2303,6
2304,2
2305,2
2306,10
2307,10
2308,10
2309,2
2310,5
2311,9
2312,5
2313,10
2314,2
2315,2
2316,9
2317,6
2318,9
2319,9
2320,2
2321,2
2322,5
2323,10
2324,9
2325,10
2326,2
2327,5
2328,10
2329,6
2330,6
2331,9
2332,4
2333,6
2334,5
2335,0
2336,4
2337,4
2338,0
2339,10
2340,10
2341,6
2342,10
2343,9
2344,5
2345,0
2346,8
2347,8
2348,5
2349,3
2350,8
2351,0
2352,6
2353,9
2354,4
2355,2
2356,4
2357,6
2358,2
2359,7
2360,8
2361,7
2362,3
2363,6
2364,3
2365,6
2366,5
2367,10
2368,0
2369,6
2370,2
2371,6
2372,5
2373,3
2374,5
2375,2
2376,0
2377,8
2378,4
2379,5
2380,9
2381,2
2382,6
2383,4
2384,10
2385,4
2386,0
2387,4
2388,0
2389,0
2390,4
2391,10
2392,4
2393,3
2394,5
2395,5
2396,6
2397,2
2398,5
2399,6
2400,2
2401,5
2402,10
2403,10
2404,3
2405,10
2406,9
2407,2
2408,6
2409,9
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,10
2417,9
2418,3
2419,2
2420,5
2421,8
2422,9
2423,5
2424,9
2425,10
2426,10
2427,6
2428,5
2429,6
2430,5
2431,4
2432,8
2433,0
2434,5
2435,7
2436,5
2437,0
2438,9
2439,9
2440,8
2441,9
2442,10
2443,3
2444,4
2445,9
2446,5
2447,8
2448,0
2449,10
2450,3
2451,8
2452,6
2453,10
2454,4
2455,7
2456,8
2457,10
2458,8
2459,2
2460,10
2461,0
2462,3
2463,2
2464,9
2465,2
2466,9
2467,10
2468,4
2469,1
2470,9
2471,6
2472,6
2473,5
2474,8
2475,6
2476,7
2477,4
2478,10
2479,8
2480,0
2481,2
2482,9
2483,2
2484,10
2485,0
2486,10
2487,0
2488,9
2489,6
2490,4
2491,9
2492,10
2493,6
2494,2
2495,5
2496,9
2497,2
2498,6
2499,2
2500,2
2501,8
2502,5
2503,5
2504,5
2505,9
2506,6
2507,6
2508,0
2509,2
2510,10
2511,2
2512,4
2513,4
2514,9
2515,4
2516,10
2517,5
2518,0
2519,2
2520,10
2521,10
2522,8
2523,4
2524,9
2525,8
2526,9
2527,5
2528,3
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,9
2536,3
2537,8
2538,9
2539,3
2540,3
2541,9
2542,9
2543,2
2544,3
2545,9
2546,4
2547,6
2548,9
2549,10
2550,10
2551,5
2552,10
2553,5
2554,0
2555,2
2556,2
2557,10
2558,10
2559,4
2560,2
2561,9
2562,0
2563,9
2564,9
2565,8
2566,7
2567,5
2568,2
2569,2
2570,9
2571,6
2572,3
2573,5
2574,9
2575,9
2576,5
2577,2
2578,10
2579,2
2580,8
2581,5
2582,9
2583,9
2584,6
2585,5
2586,9
2587,0
2588,5
2589,4
2590,0
2591,4
2592,2
2593,5
2594,2
2595,10
2596,2
2597,2
2598,6
2599,0
2600,10
2601,6
2602,2
2603,9
2604,6
2605,9
2606,8
2607,6
2608,5
2609,10
2610,0
2611,2
2612,0
2613,5
2614,5
2615,5
2616,0
2617,6
2618,2
2619,3
2620,5
2621,6
2622,10
2623,5
2624,10
2625,9
2626,9
2627,9
2628,6
2629,2
2630,9
2631,2
2632,0
2633,0
2634,6
2635,6
2636,9
2637,7
2638,6
2639,4
2640,2
2641,5
2642,10
2643,10
2644,10
2645,6
2646,5
2647,2
2648,9
2649,3
2650,4
2651,4
2652,0
2653,2
2654,2
2655,10
2656,0
2657,8
2658,5
2659,9
2660,9
2661,6
2662,6
2663,2
2664,4
2665,9
2666,6
2667,10
2668,9
2669,6
2670,9
2671,2
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,6
2682,10
2683,8
2684,9
2685,0
2686,7
2687,2
2688,5
2689,9
2690,9
2691,5
2692,5
2693,0
2694,3
2695,9
2696,9
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,1
2704,10
2705,9
2706,5
2707,9
2708,3
2709,5
2710,9
2711,0
2712,10
2713,4
2714,3
2715,9
2716,2
2717,0
2718,0
2719,2
2720,9
2721,10
2722,8
2723,7
2724,6
2725,9
2726,7
2727,2
2728,9
2729,8
2730,8
2731,4
2732,3
2733,4
2734,9
2735,9
2736,6
2737,10
2738,9
2739,2
2740,0
2741,0
2742,9
2743,5
2744,6
2745,3
2746,8
2747,2
2748,10
2749,2
2750,8
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,9
2759,10
2760,9
2761,0
2762,4
2763,0
2764,4
2765,5
2766,6
2767,4
2768,10
2769,0
2770,6
2771,6
2772,5
2773,10
2774,3
2775,4
2776,5
2777,2
2778,9
2779,5
2780,5
2781,5
2782,9
2783,5
2784,8
2785,5
2786,1
2787,9
2788,10
2789,2
2790,10
2791,6
2792,9
2793,8
2794,10
2795,8
2796,2
2797,2
2798,10
2799,9
2800,6
2801,0
2802,2
2803,2
2804,0
2805,10
2806,10
2807,8
2808,2
2809,9
2810,9
2811,2
2812,8
2813,2
2814,2
2815,10
2816,9
2817,0
2818,0
2819,6
2820,5
2821,5
2822,9
2823,10
2824,9
2825,5
2826,8
2827,4
2828,2
2829,5
2830,5
2831,9
2832,0
2833,6
2834,10
2835,4
2836,2
2837,4
2838,5
2839,5
2840,4
2841,6
2842,9
2843,6
2844,9
2845,8
2846,6
2847,4
2848,5
2849,5
2850,0
2851,0
2852,4
2853,9
2854,6
2855,6
2856,10
2857,10
2858,10
2859,4
2860,4
2861,9
2862,3
2863,5
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,4
2871,8
2872,4
2873,2
2874,0
2875,5
2876,8
2877,9
2878,0
2879,4
2880,6
2881,2
2882,6
2883,10
2884,3
2885,9
2886,0
2887,2
2888,10
2889,10
2890,9
2891,8
2892,2
2893,3
2894,8
2895,2
2896,9
2897,10
2898,9
2899,5
2900,9
2901,10
2902,10
2903,3
2904,5
2905,9
2906,2
2907,10
2908,2
2909,3
2910,8
2911,5
2912,4
2913,5
2914,9
2915,10
2916,5
2917,0
2918,8
2919,5
2920,2
2921,3
2922,5
2923,1
2924,4
2925,8
2926,5
2927,9
2928,4
2929,9
2930,6
2931,0
2932,9
2933,9
2934,9
2935,8
2936,6
2937,2
2938,0
2939,8
2940,2
2941,0
2942,2
2943,1
2944,5
2945,0
2946,9
2947,9
2948,4
2949,9
2950,0
2951,2
2952,0
2953,6
2954,0
2955,0
2956,8
2957,10
2958,7
2959,2
2960,5
2961,4
2962,9
2963,9
2964,0
2965,6
2966,0
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,4
2980,8
2981,4
2982,2
2983,2
2984,7
2985,9
2986,0
2987,5
2988,7
2989,9
2990,10
2991,5
2992,2
2993,7
2994,9
2995,9
2996,4
